species,day,growth_stage,temperature,light_intensity,water_content,radiation_level,co2_level,o2_level,humidity,nitrogen_level,phosphorus_level,potassium_level,height,health_score,fruit_count
Dwarf Wheat,45,flowering,24.852714954904165,802.5772922508077,68.24308406493155,4.344081008846764,716.6837117536948,24.639171464401286,74.09528309058987,97.53948710790037,78.00038068435771,91.30866059136721,33.106720835019765,0.8986595202291783,0
Dwarf Wheat,27,vegetative,24.776878587318595,801.7803994537139,60.621453221080586,3.7114535651691565,604.4937760971424,20.256960228768552,63.49912845824614,100.67143304109277,75.84024081386146,57.8237559556185,14.246748153849273,0.9908174950311932,0
Dwarf Wheat,24,vegetative,35.82003608754546,222.2614961829793,46.730122850469336,2.3971919342831396,861.0531162090009,19.49505259223371,75.79034603446486,74.90103197318956,73.02110821922783,64.56423793061144,7.469017441522906,0.1840689548914833,0
Dwarf Wheat,9,germination,6.16980898774784,1620.8835205379717,22.144348649135523,14.377454803995969,542.4586597797247,18.776919716693193,67.73059077267881,91.04310613480027,90.54453435190933,90.51894653078108,0.6070691113639395,0.047562826575339244,0
Dwarf Wheat,32,flowering,23.522075119481862,878.949693417078,70.01137813508188,6.774217256433745,598.3249467015878,21.689848533175617,57.00405867152783,96.6395672874547,64.21846495203656,71.78865214561843,22.099596685030743,0.9245810693534235,0
Dwarf Wheat,49,fruiting,37.32774293016725,1412.5000502178211,74.84818585282366,2.9880625486584123,1021.2617620312278,19.95691763808869,68.88940326071952,79.58102427222809,86.70755544736237,55.94670678486711,32.187907840827954,0.5634044226355874,2
Dwarf Wheat,49,fruiting,27.01189603263765,814.5141047509576,55.35472904276766,10.537108262210618,1076.4329564169154,24.208813399067598,79.3508606666688,99.79390125122559,65.21145733700226,82.09824715277409,29.371851685048924,0.7808233694520864,4
Dwarf Wheat,55,fruiting,24.623719917099137,869.292813678533,74.92451982235113,19.139474638639115,759.0475715481614,15.70439499149668,84.14678994088268,95.28152478991032,92.340800285205,71.95087760642807,36.9886217482336,0.8296923438634483,23
Dwarf Wheat,48,fruiting,24.039778481494213,1047.3810824859318,76.05317421590503,0.4665026441346679,1053.6326077851124,21.949179551024656,75.0547379889173,101.53377290281414,59.00060812835442,93.89049707263341,39.23219855009064,0.9764493519371428,0
Dwarf Wheat,37,flowering,22.174960975124918,1159.8046638213154,68.20596681337327,17.020084690058837,878.023099476542,22.54210755044037,70.94499487366329,85.5361339048477,71.84192592138064,61.86112735867287,29.50214897900174,0.8994734955152928,0
Dwarf Wheat,57,fruiting,22.07881687700842,863.4399710308871,69.10498210500135,8.124366482321237,1149.5327923704397,19.065692533364306,61.85793437851698,97.61377825648654,70.51071940797814,106.8236911564361,36.4423225958868,0.9800252205625792,47
Dwarf Wheat,40,flowering,21.42913252970763,838.3676153325596,77.07225770902747,2.475768956730002,1017.1128983481411,22.059970100276363,79.75147333558368,94.8970911961285,70.27368156013311,85.72349482858263,28.66907364415865,0.9036519827250837,0
Dwarf Wheat,36,flowering,34.796300941605864,1706.0040161557365,70.95974948515867,20.491338657602732,800.9092677420206,22.17008654560756,57.00308202170254,82.86515349680255,82.5986968858188,76.47830973240352,19.087055933175638,0.26117526712999095,0
Dwarf Wheat,58,fruiting,20.953226783926457,1002.335841832453,78.38222159925527,2.0977967942861517,704.8273676948747,23.283348121615163,70.57830330061971,97.89135537168933,80.76095950754363,64.58472404760852,37.08363912246644,1.0,41
Dwarf Wheat,1,germination,22.408491152678415,960.546208287818,70.4631008363744,0.16640229122914796,744.1279777034293,22.7289750833354,67.41120685270474,91.47122849906289,55.09921664068701,58.39739530098036,0.2917798084196667,0.9526319479120078,0
Dwarf Wheat,39,flowering,21.806159375318348,1099.1221873950265,67.86968931815795,4.753739509862352,549.941536240736,22.832289793112444,78.34318264029147,91.04338202394152,68.52499710051485,86.02795224399804,31.546058569003677,0.9654675813573348,0
Dwarf Wheat,12,vegetative,22.020403001511987,897.2285137667586,71.75549072829727,1.3085110763110233,831.9758744378149,21.139923638109217,66.18562684028936,73.83050463098547,74.81190456443404,72.8398022791356,1.8448151506580936,0.9554648615098418,0
Dwarf Wheat,20,vegetative,20.112126803752258,898.6025280694533,65.97293928451398,6.772285332605512,915.8276719659749,24.814893105093095,72.1185329911234,111.10471979120958,56.139851180704156,93.47429394297802,6.945843286928339,0.9370468790313532,0
Dwarf Wheat,46,flowering,20.112051430532283,1019.4266392420619,71.9396602555084,9.526194501790497,969.9810828602585,19.939857975662093,69.70613558563309,88.62847225335139,68.52969441795437,76.81330416302868,30.526973306242752,0.9094198375275647,0
Dwarf Wheat,54,fruiting,22.4279559826774,957.6830537212993,68.6166809374745,25.467447454671692,1063.2571611200522,21.55646753447997,88.14434838686408,95.16881221389836,71.27133507527618,85.62460107954654,35.81871820338249,0.8845045611129811,17
Dwarf Wheat,52,fruiting,20.06586588363359,1061.3130691416025,65.96433089266401,3.879256042952288,559.9972278684762,16.95347845047856,70.5987422459417,114.65962222673902,96.20999393779869,26.245242248633012,45.36201954071355,1.0,11
Dwarf Wheat,21,vegetative,21.875949299029323,1361.5779093084045,42.79781667898086,2.7876331450070193,1001.5876984171498,19.57311762856331,74.85257652836995,95.73627573048846,96.52756082703954,41.843404596797214,6.2646627037225295,0.568296299879623,0
Dwarf Wheat,2,germination,23.640035756990795,1109.8075108706184,74.62499089174595,5.4055306571924335,755.5310059546409,19.865629241936272,70.48587273339487,88.1018009072977,64.79503142092719,71.9395563528228,0.368979001088489,0.9701770387191044,0
Dwarf Wheat,59,fruiting,21.39584778530879,990.4770126142475,78.36011057142913,9.360223870772526,1014.6280865281196,19.169135343523898,54.90777157835197,104.15416034189082,60.961046678885694,65.87633146136375,37.8929162609464,0.9628452356549445,38
Dwarf Wheat,59,fruiting,20.975306351246022,1171.330060177299,60.47474856568163,18.14632181706312,988.3800041810822,19.09235685174732,73.495618510358,111.92412171000747,82.58607355361333,102.44124670132514,40.148948591809365,0.7957521082916813,27
Dwarf Wheat,11,germination,24.612333648479712,1064.2452190290276,63.92784213811515,19.992540555741943,633.724941189046,19.913433160611046,52.6079519624962,92.68902900760074,59.08738780003645,91.32132971253458,1.5104666623802832,0.9301126004618914,0
Dwarf Wheat,54,fruiting,20.278176496858396,1065.0430065570397,73.08901616494732,8.120209465456416,482.3067636330812,22.072069312177568,80.43552168502954,97.55863652272919,81.84218350821128,61.51676886247637,45.73310384547001,0.9505681237044602,25
Dwarf Wheat,29,vegetative,22.483891083540005,1000.7144822921388,77.12003745477827,1.384821779790514,628.6447291201213,23.11922875424132,66.03366339702234,98.40770142305661,39.349070844834465,78.27345107755113,19.024076326752034,0.981298355764093,0
Dwarf Wheat,12,vegetative,23.224682490137702,902.0100630027634,66.3964916454106,13.838839470456252,844.7703562035892,20.07055202059918,82.36700767644551,101.57719702592503,70.73770299727266,90.01877328881363,1.5623350250186212,0.9322638232331635,0
Dwarf Wheat,37,flowering,22.54437812105768,826.3721950139067,66.17916375952235,0.4606916058427801,862.4678723267554,22.470567646448696,54.43335732036269,85.64541821963364,68.96938842879494,89.05007073294747,33.76402641553339,1.0,0
Dwarf Wheat,5,germination,6.062726936021747,1562.490117763805,89.90446423640903,13.845915578325904,836.3776705574447,19.416565297388694,47.57259657435769,98.3021803986992,89.79770892443926,72.09783618761824,0.35530368491258846,0.20155398892966067,0
Dwarf Wheat,39,flowering,19.995964028489738,1860.0167327542397,65.21779748630772,1.4415696943869782,813.8234911578201,23.11684888391808,58.773713891912834,98.69855603302025,71.94692798397175,67.00897484791008,25.30653966462367,0.6616560230905877,0
Dwarf Wheat,23,vegetative,39.45051930792732,1385.503620048036,65.34337718895668,1.4332415410109203,970.947790063345,21.456449878391727,82.64303730048883,87.10932975332679,73.85031869261854,64.31721232369051,8.255934330746383,0.6038073932022758,0
Dwarf Wheat,42,flowering,37.52632690408245,996.6104291306524,74.30771334362089,2.214359315524953,872.4992905544656,18.84595650442439,70.18736743801631,72.39107669994972,86.10709247096328,56.2610825842776,30.509901954187974,0.6432991245990524,0
Dwarf Wheat,38,flowering,22.07143172744277,836.4266764880114,63.149623052190236,1.0754429956587033,628.6753658043417,26.11336453094395,84.5053752435149,91.10815786878841,77.12096699582935,51.82418566623638,31.092066197965107,1.0,0
Dwarf Wheat,18,vegetative,23.88334700422471,1008.650147717998,67.73257348634857,4.382123552369907,1186.0753981824332,20.32432695120949,80.07729436538735,91.86226497576082,83.70563534430926,68.78938388984173,4.710368088384385,0.9767491265998771,0
Dwarf Wheat,55,fruiting,22.379582033104775,1684.583566389615,42.247091245336286,15.100917841268304,892.942188334489,21.874918135715102,68.11912886904837,112.0243482808017,99.19535497794851,70.53266512206658,24.972794038746613,0.38217617386920816,7
Dwarf Wheat,18,vegetative,20.31214882214267,913.0983215466482,69.63364979772783,7.290252809251093,722.0151126667567,22.18283059209056,87.12415056603567,80.88182801104115,75.56755892205719,67.65649906972185,4.695478501097889,0.8546646214990152,0
Dwarf Wheat,35,flowering,17.61057620530007,1635.6543290090224,70.16651929321091,21.722757325774737,1034.4992985485974,23.21492526591251,68.57588792119371,66.27158065796066,42.83598527719231,85.56536868132925,19.231775084726266,0.511535977640907,0
Dwarf Wheat,41,flowering,23.098054801162856,853.5320617924663,74.43311471665733,0.8872399101406012,732.2826749956268,20.41253087083193,58.23592451478787,86.19123464389966,89.65059078653357,55.02552775202271,31.89692260126479,1.0,0
Dwarf Wheat,32,flowering,20.235666812094852,1070.8668941395515,78.63643565558021,8.438797277671206,1019.7104476132446,19.88001579210987,42.12731813354535,82.07311051850576,42.74043782691792,79.60783822747685,23.757253538612193,0.9399018580928719,0
Dwarf Wheat,21,vegetative,32.33619431680682,1590.309794366974,69.15847315205166,10.995467553008869,804.2191474195,23.29406569705233,67.96413747852957,99.79527033943951,106.12659554991237,74.12031427869827,6.755630265243786,0.4761154764494127,0
Dwarf Wheat,51,fruiting,20.754461428321342,953.6932603247988,61.07158054459978,1.8774598996083138,749.3706451842281,22.35898988956801,69.80833769722695,96.6978830206662,58.43238141973802,69.38878459461213,34.97158960621102,1.0,12
Dwarf Wheat,34,flowering,7.472459332831016,1484.4306617797092,33.86078906842434,6.1608484205883665,722.9660733243209,19.886704865984132,69.08493200119295,51.43503712500031,85.71780630797494,81.21057746595184,17.56018387449113,0.2713050793428696,0
Dwarf Wheat,52,fruiting,24.879661059617163,1031.226019297343,72.85420665503133,2.930204465506918,1070.756588933083,20.20185511048203,61.74243686900267,106.82599682702778,66.60212660678542,81.20054116529673,37.84989390157416,0.9377817494796865,14
Dwarf Wheat,27,vegetative,36.04102399743586,1837.2756695725539,37.500848853273766,0.4429949449829491,726.3236711231514,19.237178318097836,58.39087968882329,118.96859279412881,80.04594162810791,78.58091361125186,10.212151669231268,0.2774864452195912,0
Dwarf Wheat,43,flowering,22.855162199129907,1065.375215185768,65.41672591105613,7.769782708243607,674.8722420385491,23.350756554509942,69.4530139710202,89.45161086092676,83.99029316603938,78.9703098736205,34.756519195006604,0.9317936456540985,0
Dwarf Wheat,12,vegetative,31.47745502673367,1828.4022775095075,43.555449062893544,7.216316672900671,876.160371775664,18.277295754609487,67.12430289122207,111.10423169785044,70.73181567783446,82.66645607733358,0.9438904569226294,0.20388158169174952,0
Dwarf Wheat,37,flowering,22.287044884469005,1072.6724653790238,73.54023913754472,4.980386137289789,643.6843437105005,18.66208471344087,74.79857565056335,53.60613824958888,50.14596288274184,69.05255154057248,26.016786561634838,0.9269247371455082,0
Dwarf Wheat,15,vegetative,20.56361930735014,1029.6118840203162,60.680912588403274,3.140959473787755,752.2510375215197,19.54514883862104,62.21100017147985,76.47227160547367,79.2471362470982,54.280006834328915,2.4796481615328747,0.9629544193810384,0
Dwarf Wheat,43,flowering,23.079950128007376,1188.1535179317875,65.9217971408268,4.159515357155748,352.88081165498306,22.335312652661365,76.52067293468878,105.58208426222234,87.30306699429283,61.0022714082641,40.59643866146824,1.0,0
Dwarf Wheat,4,germination,5.992999875468754,1898.3345484763574,64.52046067662289,15.102372365331206,526.9032362958606,20.66704033536902,67.90907240161027,79.78741289556959,69.9958304702831,77.5636851000752,0.2880864775111566,0.23471426644515878,0
Dwarf Wheat,37,flowering,20.607181949492738,1886.793484507048,63.78391133695366,5.0823366639446945,730.0272607687905,24.254399103862006,90.29399500833642,53.742886696153036,96.82541500563319,64.2974159022565,24.241492846235545,0.6217680836820692,0
Dwarf Wheat,49,fruiting,22.18672658796257,1175.62144445232,69.67964117893229,45.85827821480051,763.6781560068091,24.85359864661681,89.27644312626457,83.68954600936071,90.97605698755852,86.2433602405431,38.051072255854436,0.8895559322195601,2
Dwarf Wheat,57,fruiting,22.250601319382124,1042.7297311822094,65.06459964019473,3.207365821883359,1145.9105377256997,22.338150953581824,65.45813911033329,83.01710532113852,80.4174745776589,86.13180765027273,34.1024988266729,0.9266622161286329,36
Dwarf Wheat,20,vegetative,22.39326882918907,1056.4083963979751,62.92474208032422,1.7225242693174683,906.7188283052034,19.480061906995996,74.86168139347048,89.72496916291755,64.27340074292992,64.08526049327014,5.081563609961087,0.9177987297545694,0
Dwarf Wheat,50,fruiting,21.279185837967898,1195.2466650536276,73.6933020750361,5.571039675273682,507.2903668771595,22.035575041581186,72.60532428071795,87.82359467100129,81.472736869428,65.06261960095085,31.230168916757002,0.9485068167470209,7
Dwarf Wheat,58,fruiting,21.309403131637843,860.8000154060825,60.203732837093135,0.5863189720404218,522.5263645412806,22.689628445926644,67.62398869165978,88.24336541409359,72.30572132503521,65.13664601056584,44.94418015836507,0.9916135202530979,41
Dwarf Wheat,29,vegetative,21.058079040290398,1102.768854129795,61.626116858814164,3.053056766812215,1110.218124932498,25.043549164001988,84.1466753531915,72.11145049847764,68.87096573997141,94.64752576678806,17.132687016810603,1.0,0
Dwarf Wheat,16,vegetative,20.50097482976453,1159.0555470389995,61.59985161615401,4.842302713989227,946.0614445227409,20.432853529817447,85.99986269380071,75.84414996958725,87.47066464525312,47.09060305367047,3.3610406366434002,0.9963960311554099,0
Dwarf Wheat,25,vegetative,23.87757610515455,1191.0802816014561,76.40443145522674,18.56755449629574,873.4274306355354,21.820072103684048,85.98744175524689,112.93933894252972,64.70897007275096,89.90803174160418,10.52736868248573,0.8523820720498576,0
Dwarf Wheat,53,fruiting,24.204634692332213,186.3562315126514,21.340202661878465,0.932823708137168,1180.649069416064,24.381834291293178,59.49207932636755,77.50166827128476,89.39879809994268,77.39241870201765,30.671161924208953,0.4105308699900053,8
Dwarf Wheat,26,vegetative,29.187603016460862,1599.7487363783132,99.05905647330763,1.1764612328799497,663.425073443963,23.927741339467318,73.5049656185952,87.85609213862097,67.63286872758765,51.95646492754837,9.588024187793156,0.3041217996576397,0
Dwarf Wheat,6,germination,24.81743297456326,1106.6415049883828,74.59973199664486,5.447184437085259,675.6403999229467,19.783204110915445,54.002626801622526,93.29305794691612,77.53277992656189,54.411999571406184,0.7418128413180387,0.9984740240915732,0
Dwarf Wheat,50,fruiting,22.288336177448283,1302.3041544533276,48.50120001900041,18.064596102739266,1032.813773187362,18.561881353631847,70.4982000442229,90.0589556134896,79.86854301462795,79.77281851438904,24.03869956500979,0.5195032431861372,5
Dwarf Wheat,6,germination,22.865196391990718,1167.4107374077998,76.56109525131987,0.4179922668505819,750.9887898483518,23.34579157779696,57.594242691680535,91.12581901722572,85.0326557276136,66.00270662177809,0.7442091589817922,1.0,0
Dwarf Wheat,36,flowering,5.6357472554812045,556.7559705464764,57.4231601044155,14.502591792257402,1066.6549303587253,22.064393826886782,61.49843647380851,78.36325313074084,69.4789341313729,59.56848101395447,20.41985862049468,0.4183165074043513,0
Dwarf Wheat,56,fruiting,20.752112678821238,994.8661570243062,69.83830503960665,8.587178518994204,934.1360267762711,21.087305954940355,79.76057690020266,77.7185239324629,71.93936528122026,84.57717216072203,38.19973290568279,0.9707250151678819,35
Dwarf Wheat,55,fruiting,20.868812007964998,1174.9276532467259,72.99932787393315,24.35972134715633,535.7657648189303,20.976128930710747,89.68354565723882,92.80374167272265,77.22184365014304,73.17643284879053,39.497522350319144,0.8803075173612813,23
Dwarf Wheat,2,germination,21.126726489941095,970.9232725606946,76.19712466194713,18.113028371579926,926.3204103046994,19.955641172054705,62.26164860146166,93.71492009769686,89.60504563177844,77.62082165445034,0.3365344871668418,0.8716565240725715,0
Dwarf Wheat,38,flowering,21.281842220894045,1074.3767192244259,65.45837268540991,33.04003805159142,945.1256832161678,21.751976269821075,56.49005971074102,109.75329137196535,80.10599715630764,102.18247760532994,30.134119735106847,0.7701957273212019,0
Dwarf Wheat,49,fruiting,21.71105258328314,879.9261064008655,63.317796601992626,19.24859230047917,689.0177291529898,24.74884181435003,74.04168537552974,102.01628649087777,54.284976985161244,69.81858251478735,35.330312709254294,0.8701266372256105,3
Dwarf Wheat,8,germination,26.740616676000755,1820.4830674863515,88.74460627620596,9.511162631180078,1073.0272002615761,21.334740243712623,65.29742012526268,89.56227026892802,86.21095162187262,63.165238993482696,0.7155986788251772,0.370323856380606,0
Dwarf Wheat,3,germination,39.35236550055346,1428.0762982495926,22.64780911197012,10.38507574205022,650.7160003179079,21.205971316214935,70.15939441266411,83.48274142401979,54.32738200446332,95.92571337812757,0.2843501559980825,0.21700014985708327,0
Dwarf Wheat,28,vegetative,32.072167451020526,209.5844584528002,90.99126349505826,4.148793461975708,578.6048173290617,21.83826081567701,71.86838221596568,88.78057639723883,71.94811790698068,80.79623898974536,12.875333478600055,0.3405350720944463,0
Dwarf Wheat,41,flowering,23.311794540422195,815.5745666295701,62.07674563954346,19.5046036191907,1024.0526282001044,18.009166518912238,71.86815242109108,115.92864486511282,77.15920175585252,93.99486555007356,31.495012754702195,0.8073789145070172,0
Dwarf Wheat,37,flowering,11.328753077764635,1909.4404502157306,96.34396851426284,15.976166668624845,929.742540890355,22.59560271744004,67.44668973302178,95.74635214403018,54.63399471649537,85.1211876733374,18.09228696839005,0.16329527251232562,0
Dwarf Wheat,21,vegetative,20.280581997270207,899.5955243790238,74.11253845794829,24.603305842982518,409.1392163719144,20.257371170905337,68.38611569117529,86.53321401832709,80.89028370136207,97.34446027670658,6.355317793441378,0.8420746560114338,0
Dwarf Wheat,53,fruiting,39.861673265009756,1726.9544330875685,47.440536030980454,12.436649949462154,225.9236770812256,21.362084142854485,74.12902564759878,94.63101216270752,98.15605068067241,58.81474418877936,23.013136889228115,0.14430880382127817,2
Dwarf Wheat,17,vegetative,22.623253075579502,1022.7899144973952,71.99918640188847,7.7263803023909405,766.7640464939842,24.12672915023819,52.259511260767624,96.69947029509673,84.65966166152589,66.90013878177436,4.309896370045192,0.9678534760996899,0
Dwarf Wheat,26,vegetative,25.62801271026744,1645.1273687773196,97.49458455071145,1.8603635244768169,843.0925079191245,21.914951927877183,67.26052041436844,111.36586916057826,73.73724081082722,44.69662759281487,10.857949119196977,0.5178661661774869,0
Dwarf Wheat,57,fruiting,22.272779524186912,1146.9820068982717,72.31430204995696,9.559084212175325,742.7303949372506,22.051901051806208,63.690573825050734,102.98805766047153,79.07675110199183,98.32613826845031,38.96579631156198,0.9019404174031181,47
Dwarf Wheat,46,flowering,23.905265039261494,827.356168851477,78.28601390735125,8.058271760261553,1125.8307238106395,22.216058988974552,71.83278375208256,101.22990521406298,60.74626996756926,92.28283473573939,32.73497935997124,0.9591475020128867,0
Dwarf Wheat,12,vegetative,12.632329115477974,322.7564397761861,47.440770500241534,7.671575125962286,553.4505495722693,17.957621226441006,72.11818981751993,84.84086827455025,56.92882510301396,65.89804120456796,1.0510397362953703,0.2438272007797498,0
Dwarf Wheat,16,vegetative,20.778866482038804,833.7767245834174,67.26275481689001,3.0834913842143976,793.9766538992563,23.807557169980303,74.86233708518861,97.01087708319156,57.26506110604043,72.56522719760258,3.363255766372317,0.9891908535415989,0
Dwarf Wheat,55,fruiting,35.24837253666712,1300.9969426527937,67.81222898505887,25.32200086041764,807.0921675498062,20.465481360510992,74.96316828243828,82.71324425729719,71.71941639466185,69.12783641277176,27.415759054171012,0.4569152029131026,13
Dwarf Wheat,13,vegetative,15.382474711302287,916.6258467042444,84.80393594756345,8.236865594489256,847.3717254035587,22.433255318321148,83.11177047163659,93.65178087006147,89.26877914969187,91.11247103565529,1.6442011901301197,0.7222257859484161,0
Dwarf Wheat,3,germination,7.024123062845011,1180.8481465721381,34.381745018856904,8.450917511442698,685.6339946878504,22.18404494843623,58.77164590210669,83.96566936301413,43.66401530978588,69.98638922594705,0.3514289751333131,0.33512550061327734,0
Dwarf Wheat,20,vegetative,24.564218423826432,1110.2683102795443,76.07062154178766,28.68501956776531,833.9757215266965,21.19478972709141,59.99792460110511,97.55427224452087,39.70503727325991,86.28096193921543,5.920292355528005,0.8101585043358934,0
Dwarf Wheat,35,flowering,22.19693271635415,1191.4344690999328,76.05279171619564,6.513712389396665,516.3026669187718,20.960675254696554,72.94892936197446,101.59387200569309,87.03675253421386,72.87735906615373,31.12327181359961,0.9456130749521056,0
Dwarf Wheat,8,germination,24.970163369019314,848.1069822225728,65.45271603026711,16.95387192468927,546.0839284907961,23.84281335674479,65.03493412163657,85.02987224335918,74.30388963104807,68.5041263199476,1.0204134043901147,0.9959562238973088,0
Dwarf Wheat,38,flowering,22.99113859203347,965.2878208963125,70.01270908696807,0.4020842684395536,684.9775475545144,20.451117195195124,76.36380751540656,114.19160495535942,63.93466777297572,70.36267283537943,25.766503329725417,1.0,0
Dwarf Wheat,21,vegetative,23.75401351513452,927.0657083395724,68.92768427014931,27.801740491440636,905.6363209006186,21.982544538765993,63.91958652765299,128.70839967413636,46.5438396389133,70.95260548942035,6.675050835661154,0.8227214948643923,0
Dwarf Wheat,54,fruiting,23.526877116753724,1155.7772044001117,77.56641641054904,7.271401032086741,877.3929060754591,18.40326992008263,68.86032706178268,91.79161737037413,61.27408998807596,74.35941453795253,39.1962241270437,0.9526989104338281,23
Dwarf Wheat,30,flowering,32.320694811141436,1146.186338622218,88.8134804512179,5.109905103831329,900.415020668815,20.22283642759901,60.55208084950838,91.02593779234034,75.81321452683865,91.56046250546177,17.197320274499283,0.5991409407886027,0
Dwarf Wheat,19,vegetative,16.774076456497134,1056.3885138101564,64.91116317477055,18.531375114316447,1149.0004529530652,22.645796393589517,67.62439448632618,64.0201265909308,64.00832682798294,79.86466021360572,4.090345396026135,0.7710029081987856,0
Dwarf Wheat,15,vegetative,21.80077641578433,960.5817015917008,68.3171230457126,13.199142108396666,1155.35932457607,17.04925748241125,66.17535306066969,98.28998967072161,82.15041522859003,74.66315901045287,2.835004180771,0.9020080323828555,0
Dwarf Wheat,44,flowering,22.39226494053391,1003.4454247424962,73.91141684810111,0.07818215327408685,914.3994844871274,19.449696629071326,66.48767330921275,95.6078544018943,94.06357913655529,76.8528543952811,41.86184021836996,0.9537916078460236,0
Dwarf Wheat,10,germination,22.592180938787504,800.9676758399918,78.65626069886588,0.8737139599155842,995.7133882830366,20.76823307470086,68.30098346785837,82.46222275023906,98.17136859892,63.992279710321384,1.22479550896601,0.9752458065160684,0
Dwarf Wheat,58,fruiting,20.457754193151832,910.4515092310239,72.13219837110134,27.532678275102917,1189.1394939802126,20.988995488024315,66.73909563064764,83.05350201346602,91.42505774761017,48.5069216620832,44.04972762431145,0.8130694881016779,46
Dwarf Wheat,11,germination,21.945365268620055,1021.0839525796952,68.63409551970213,13.016125234419679,946.2195263947863,22.816725719311574,64.70904141275726,118.25036805034554,85.0928023552707,81.85090259087328,1.296779036003397,0.8386130584526135,0
Dwarf Wheat,12,vegetative,22.334039631618825,837.9128107728862,77.26967692037888,22.840622819925755,1142.6159364950058,19.77724616183046,69.83477179852372,106.67254548013005,78.54881617220381,71.07789456218971,1.5408862215378025,0.8768237453422415,0
Dwarf Wheat,36,flowering,20.039448826348917,854.1804104324432,61.27267298733729,10.237397371304516,636.2202469698277,19.114544439433566,88.73981588455219,100.51188095794444,58.492753682343434,78.34786640432145,25.640204791495012,0.9890695963651904,0
Dwarf Wheat,5,germination,22.700968591266733,1083.8266119478815,69.6855290167874,29.375342662864053,1020.7083362503457,21.433604593793458,59.442047218261095,80.71458874475044,81.03894974160985,72.40257361278942,0.5451309989948296,0.8563994304973565,0
Dwarf Wheat,17,vegetative,7.367668064517531,1676.0123085157084,56.58304525368764,1.977067639656346,859.7708928842032,20.87971535382913,85.22792707423453,106.35487927125261,61.971798922340874,72.03696018006428,3.4310562332075936,0.4216566048935393,0
Dwarf Wheat,44,flowering,36.64193361878555,1395.0180596250507,35.73106134824065,1.175170000301416,848.4143849040852,21.974462933585784,52.60935608713341,65.30621580116664,83.76362894993633,109.30158605268643,23.79968858916149,0.41717603224606714,0
Dwarf Wheat,26,vegetative,20.590471725019775,1084.6442221314899,72.86661833163524,2.5523870088811487,715.7460004455642,21.04439039937808,72.85352859563443,100.6588723640196,77.28329097515935,69.27385930864992,13.133569758760652,0.9981749288963072,0
Dwarf Wheat,19,vegetative,23.27969428149508,897.229356544334,69.23234563804158,0.42250819216062163,634.145903442753,20.825610188312034,96.34298353323913,107.70309929194998,86.11193425239145,57.65866372994135,4.968341914051749,1.0,0
Dwarf Wheat,49,fruiting,21.705162829214938,1788.5295816600371,32.69121905772757,8.698326113131635,871.5449960234172,20.717020452592816,71.5924711107963,101.87281122152645,82.99446006218022,96.38947433768114,25.10825812926854,0.35035123376733374,2
